Mask Number,Area (px^2),Center X (px),Center Y (px),DAPI - Clean Intensity (Magnitude/px^2),DAPI - Clean Standard Deviation (Magnitude),DAPI - Clean Background Intensity (Magnitude/px^2),FITC - Clean Intensity (Magnitude/px^2),FITC - Clean Standard Deviation (Magnitude),FITC - Clean Background Intensity (Magnitude/px^2),Alexa 594 Clean (620-60) Intensity (Magnitude/px^2),Alexa 594 Clean (620-60) Standard Deviation (Magnitude),Alexa 594 Clean (620-60) Background Intensity (Magnitude/px^2)
1,618,1966,64,121.9644013,45.33983363,179.6262136,342.9983819,126.6948823,115.4789644,98.60841424,39.24141373,91.10355987
2,379,1998,72,152.2770449,56.45946971,176.4986807,359.2744063,107.5079111,120,132.2823219,53.71034384,95.90765172
3,93,1978,82,99.13978495,19.87547724,179,197.5053763,24.82969105,118.0107527,82.44086022,15.82819606,89.70967742
4,178,1798,83,110.4662921,29.49004407,204,223.4606742,44.60854373,115,100.7696629,24.56624345,89
5,226,1819,86,104.0176991,24.91353307,203.6725664,176.0442478,28.21690254,115,80.24336283,19.59746186,89
6,283,2029,87,177.9540636,54.26923958,176.0671378,164.3957597,33.02844652,120,135.95053,43.00170322,96
7,380,1768,105,216.1973684,94.83191904,204,606.0342105,223.7400758,115,210.1184211,102.7064068,89
8,202,1806,107.5,106.539604,24.95749453,204,216.5693069,41.16521316,115,87.66831683,18.6273721,89
9,810,1982,87,123.8691358,41.27729091,183.6641975,241.7617284,68.836786,119.7444444,108.5358025,33.75058415,90
10,645,1774,115,155.8496124,41.4806026,209.2604651,337.3333333,73.38862493,118.2651163,132.9705426,40.75461412,89
11,206,1819,119,115.776699,28.96959955,204.4951456,235.5145631,45.65359796,115,101.2912621,23.32762669,89
12,311,839,123,382.8424437,95.91658472,226,826.9614148,147.6514372,111,313.8424437,82.27776088,87
13,406,1820,131,108.3866995,22.11955663,206.091133,212.9926108,34.88198721,115,84.99014778,15.4125138,89
14,391,1747,141.5,141.1227621,39.33824744,215.5626598,419.9386189,117.2680529,127,132.3503836,34.10913846,89
15,192,1945,140,160.1145833,39.53866682,191,286.15625,42.80892115,115,126.5104167,32.75068275,90
16,536,1770.5,129,272.6679104,83.52302148,215.1529851,672.4458955,205.8905454,127,253.9664179,96.00772356,89
17,339,839,153,706.8318584,291.3038503,226,1903.20944,689.5244226,111,579.1858407,260.6254726,87
18,315,839,154,614.2063492,236.7976883,226,1743.95873,556.6165717,111,542.3333333,253.5747355,87
19,192,1750,156,244.84375,72.24258554,216,651.734375,132.6884209,128.8645833,236.6302083,63.67599368,89
20,628,1805,159,153.0175159,45.58583413,213.0015924,216.8757962,57.21846425,126.2261146,130.4538217,39.02482874,89
21,380,1857,169,176.7921053,61.38821869,201,505.6,177.8998206,114,160.3342105,66.52054566,92.30789474
22,1144,1753.5,177.5,247.1127622,58.66927975,216,641.2263986,140.9056458,138.8583916,217.1748252,52.82734911,89
23,250,1963,178,125.668,33.79678486,189.68,266.144,73.88199687,115,104.344,33.7629592,90
24,544,1761.5,183,340.3768382,112.7065956,216,588.7573529,200.465122,136.8658088,252.2536765,95.52079785,89.03676471
25,757,1731.5,189,236.1030383,97.05489885,216,611.0449141,210.1398957,139.3870542,203.1056803,81.50161119,89
26,345,1678,190,179.0637681,55.04223001,215.7043478,251.3391304,71.54327284,135.6405797,145.2086957,48.65758903,82.59710145
27,231,1698,197,122.974026,26.88428053,216,234.1774892,37.24686873,140,97.84848485,18.34093746,87.23376623
28,384,1775,198,238.5807292,71.5524146,216,409.90625,129.443281,140,184.9427083,77.74432119,92.01041667
29,477,1739,211.5,394.1656184,173.1364153,216.2893082,1163.454927,513.0958399,140,365.802935,186.0757248,88.60587002
30,357,1372,211,109.9663866,31.14083615,230.4985994,292.8207283,78.06707226,123.0448179,62.88795518,14.0258107,88
31,317,1588,212,156.4700315,45.33228114,218.9274448,262.3123028,75.6199291,125,121.6403785,38.65937762,84
32,341,1751,203,292.7360704,75.44757132,216,592.7595308,162.9177191,140,241.4046921,85.97246742,88.85337243
33,232,1148,219.5,150.1637931,25.79185548,235.8362069,247.7241379,45.18381624,124,96.55603448,20.40130625,95
34,799,1845,220,183.8222778,62.07062801,211.5093867,201.2590738,52.34691695,116.2077597,145.4831039,52.45310021,93
35,310,1622,228,381.7483871,177.257792,218.1,1066.835484,446.4463373,125,348.6258065,197.3091195,84
36,173,1126,223,261.1098266,76.56631543,237.0924855,538.2080925,120.5810667,124,192.3352601,61.93819852,95
37,599,1690,223,165.6227045,36.71172002,216.3005008,392.3989983,134.1290102,140,122.5442404,28.55325886,83.94991653
38,322,1883,222,122.2857143,35.71197144,209.3850932,328.0310559,100.6825258,109,102.1304348,36.57376457,93
39,411,2027,228,137.0608273,42.65709787,192,323.7080292,111.4305314,126.2335766,125.2530414,42.81530624,90
40,224,1725,230,186.1964286,42.52951268,221.9732143,477.4464286,93.33332323,140,167.625,33.01599694,87
41,352,1313,231,321.9886364,102.0166172,234,852.1335227,277.5804328,126,292.1107955,109.9276721,87
42,250,1563,236,214.476,65.91458377,224.968,496.884,146.6991791,125,188.872,74.72686285,84
43,458,1634,221,152.128821,32.66209869,218.8122271,398.4148472,118.303352,125,122.5786026,27.97168271,84
44,147,1556.5,240.5,166.6394558,37.42351938,229,295.462585,57.56631341,125.5306122,140.7482993,27.49790616,84
45,335,1353,243,328.0298507,116.6028587,234,931.838806,344.680175,126,284.1074627,124.746067,83.0358209
46,346,1716,243.5,260.5317919,128.3698252,222,633.933526,232.0596592,140,221.7080925,109.1712591,87
47,988,1739,245,347.8805668,191.1463257,222,1000.612348,448.302163,140,311.4433198,189.7656098,87.2611336
48,333,1963,246,138.5765766,32.00410823,197.7207207,243.8108108,58.45549953,117.7117117,123.8408408,36.6753325,78.33333333
49,51,1838,247,153.0588235,26.95285645,212,166.3137255,22.35754029,129,116.2352941,17.41331472,93
50,424,1111,248,393.2004717,155.2196336,239,656.7735849,217.3247087,124,279.7712264,117.7964026,95
51,125,1945,253,129.584,26.16547343,201,185.032,25.02126064,116,117.704,17.38511785,77
52,259,1311,253.5,182.8301158,33.87554314,234,266.5019305,53.72225258,126,132.6718147,30.42980894,86.89189189
53,270,1578,254,192.6666667,63.65140893,226.6407407,313.2851852,98.95331483,125.0814815,146.0851852,55.01709909,84
54,342,1664,257,148.9824561,42.51864848,219.7894737,302.0146199,120.9426675,132.5116959,116.9035088,40.42914282,87
55,1074,1148,261,222.9664804,45.73723314,239,417.5968343,85.8259603,124,149.7858473,35.88602576,95
56,361,1530,263,201.3074792,69.93173,234.8947368,463.7783934,149.6587625,126.0554017,178.4099723,63.16669578,84.35734072
57,76,1294,264,197.6052632,34.07406793,234,227.4210526,28.27496568,126,149.3026316,19.02280718,87
58,524,1542,264,270.3912214,100.9424878,233.4351145,662.0477099,222.7085647,126,233.8568702,107.7190974,84
59,100,1855,264,150.83,27.79908254,212,145.62,24.42708383,129,106.6,23.91145282,93
60,361,1818,267,202.6398892,81.61520803,221,462.2132964,171.2705347,130.4293629,179.1966759,81.23089581,93
61,196,1824,267,160.3010204,39.73096963,220.8622449,261.8928571,69.66442457,129,129.3214286,42.22107567,93
62,223,1958,270,126.9596413,30.15550065,201,215.4573991,59.08290653,119.7219731,116.2690583,29.70484358,75.73542601
63,83,1276,282,127.7831325,22.65652773,235.3373494,212.746988,24.71586998,126,99.14457831,15.39966149,83.28915663
64,264,1753.5,286,256.6893939,73.03326317,222.1590909,631.7159091,226.2808552,140,228.6325758,92.04849441,87
65,272,1464,284,162.2352941,43.7038398,239,414.4264706,123.4474436,140,135.9007353,40.93421596,89
66,274,1866,284,175.9343066,60.05281002,212.5036496,297,99.0046064,129,141.8686131,56.41893501,93
67,325,1988,284,182.48,68.21283685,201,421.8738462,151.8106747,130.5169231,189.8984615,78.18041909,75.32307692
68,705,1381,286,217.3489362,94.08158151,234.448227,511.5404255,194.3701333,126,171.8397163,96.24637602,89
69,156,1498,286,107.9935897,26.51730945,239,174.3717949,36.04517201,140,81.51282051,17.45426731,89
70,120,1442,288,112.4166667,24.17880985,239,244.3,26.6750127,140,71.7,11.51148495,89
71,391,1781,289,149.1457801,45.89007743,224,455.1381074,165.1762892,139.9948849,103.2225064,38.11338152,91.23529412
72,389,2021,293,420.1208226,213.2418846,197.0282776,1417.449871,602.5417645,133,470.2287918,256.7508351,81.59897172
73,504,1140,296,203.734127,49.43156751,239,339.9484127,70.60058542,124,133.843254,34.34668927,95
74,160,1337,296,164.2875,36.84616797,235.2875,231.675,42.41136521,126,113.30625,21.35768958,89
75,526,1726,299,290.5228137,139.4754338,222.1368821,735.9942966,253.4253529,140,256.7585551,145.489704,87
76,344,1738,300,349.994186,136.1221368,222.9651163,1013.226744,426.7899857,140,330.0843023,163.677477,87
77,282,1355,310,284.5212766,85.226856,238.2695035,606.8971631,167.6324357,126,235.035461,79.3609181,88.53191489
78,444,1706,310,173.7274775,48.8005575,225.963964,424.8018018,118.6015063,135.75,146.6734234,45.93767606,87
79,312,1836,303,158.1634615,53.59874331,224,341.6891026,111.0275717,129,135.1762821,58.27651418,93
80,188,1303.5,303.5,186.3989362,38.43412865,234.462766,143.6648936,27.31690514,126,127.9414894,25.055698,89
81,291,1462,305,162.3505155,40.03327269,239,264.2817869,60.97175416,140,119.9450172,29.42184974,89
82,279,1435,307,199.2724014,77.30690257,239,373.390681,110.9913539,140,159.5519713,61.74521204,89
83,229,1867,311,155.1528384,34.92621613,222.7423581,151.3755459,30.63850512,129,125.3842795,30.7772261,93
84,169,1965,307,114.8402367,28.18356985,204.5502959,235.0532544,46.44854557,120.8816568,114.4911243,18.20816089,74.16568047
85,243,1620,315,174.7407407,54.18878336,231.5144033,364.0164609,113.5752915,125,150.3415638,56.10780099,87
86,16,1713,315,129,26.23229562,226,261.75,23.79495745,135.5,91.875,14.65548816,87
87,238,1867,312,158.0168067,37.31991543,224,216.2268908,32.51755436,129,115.6302521,28.9187325,92.17647059
88,249,1544,319,228.1084337,55.62040384,239,542.3293173,147.9470671,127.4658635,184.5983936,62.41064061,84
89,290,1812,322,204.0448276,76.87032214,224,584.2517241,191.3904018,129,195.3965517,74.93044979,86.98965517
90,349,1354,320,278.6246418,81.45652934,242,801.8538682,258.213277,126,236.3581662,86.1521347,89
91,672,1478,329,201.7455357,53.33720704,239,330.6755952,101.8152917,140,155.2261905,49.86759845,88.11607143
92,547,1546,329,435.464351,181.0921793,239,1116.372943,467.0462126,138.1681901,396.9798903,188.0976131,85.10420475
93,356,1999,323,284.5814607,116.9524116,200.4775281,776.5730337,283.8963067,133,284.8426966,132.1316372,89.6011236
94,542,1676,325,276.8062731,109.4130421,226,766.5166052,313.0466158,122.2380074,224.1254613,98.84044414,87
95,299,1819,327,307.3244147,104.5041268,224,887.7090301,312.9353005,129,289.8996656,125.7355405,86.2909699
96,382,1897,327,132.0890052,45.81954144,222.3586387,370.8115183,125.4427584,126.908377,119.1282723,43.60484438,87.01308901
97,241,1213,333,252.6431535,71.20361973,242.7925311,495.6431535,141.8219146,120.9045643,217.2157676,80.99322966,87.84232365
98,266,1477,328,270.3646617,87.42210825,239,201.9511278,46.76889648,140,193.4135338,68.35049823,89
99,357,1556,336,241.2044818,74.22956483,239,636.3081232,214.3447954,127.1484594,202.1120448,77.53117384,87.33893557
100,242,1942,338,128.5743802,30.6892578,213,261.7396694,63.81985146,126.1487603,107.6694215,28.43494094,92
101,345,1209,335,188.1623188,51.3442245,241.6028986,483.4,132.2251735,120.6202899,141.1826087,44.31190636,91.88695652
102,383,1430,340,313.6057441,109.225276,239,615.3185379,209.4937999,140,241.5039164,105.427573,89.15665796
103,393,1649,339,104.6310433,26.54249102,233.0610687,189.4452926,45.40888707,120.1832061,74.42748092,15.28155678,87
104,339,1931,339,176.8230088,64.72132754,216.4542773,415.6047198,145.9777181,127,156.5899705,64.66902549,90.78761062
105,267,1424,341,218.4681648,68.16583271,239,527.6966292,170.799914,140,190.4307116,60.56430958,89
106,223,1489,343,155.426009,30.94040546,239,264.0493274,54.50028752,140,115.9686099,24.82685812,90.88340807
107,345,1305,343,149.1536232,38.76505176,247.2,362.4695652,109.11912,125.657971,114.2869565,37.39265999,91.15942029
108,476,1527,351,181.1806723,43.9574546,239,283.1155462,82.92419677,139.6029412,135.7794118,40.1543296,92
109,315,1610,354,132.9746032,33.85345887,236,302.9047619,84.76083143,125,111.3269841,30.24535131,84.00952381
110,1277,1841,354,354.3907596,111.1034989,224,201.1511355,55.60706462,128.045419,256.4651527,90.51147635,86.54267815
111,149,1760,355,138.5771812,26.41768992,224.8724832,210.8389262,35.34655974,125,103.2885906,18.17159028,87
112,288,1888,358,109.71875,26.64139314,224,192.3402778,47.69095681,127,79.44791667,21.23316868,91.53472222
113,33,1783,358.5,106.6969697,21.78371647,224,216.969697,25.01185325,124.8484848,76,9.280355597,87
114,407,1429,357.5,291.4914005,102.0277626,239,773.1130221,303.480844,139.965602,232.3857494,105.1484575,93.69287469
115,161,1495,364,162.4347826,31.00600398,239,212.242236,46.66995506,140,105.1552795,19.20987995,93.91925466
116,391,1646,364,107.370844,25.92351806,236,188.9974425,47.32774427,124.5984655,77.02557545,16.37820192,87.23017903
117,209,1235,366,115.84689,24.80685975,245,169.0095694,24.6966189,124,81.27272727,14.11550132,89
118,389,1696,367,191.2390746,65.10413479,227.7326478,466.5321337,150.7176719,124.4421594,154.4087404,69.07429159,87
119,344,1506,369,161.7790698,40.20426015,239,392.5494186,127.1936972,140,98.50290698,33.73486042,93.2877907
120,243,2039,369,103.7942387,24.6583022,209.2139918,178.4156379,30.88816274,127.5925926,87.20987654,18.65589844,95
121,144,1819,374,200.3958333,41.7265857,224,233.8194444,45.62658604,125.0347222,167.5694444,32.53027697,81.05555556
122,372,1589,376,206.4112903,67.59814812,237.1989247,534.7688172,192.8536456,125,175.8655914,67.51214884,88.36827957
123,306,1913,377,127.7745098,30.67906004,222.0490196,191.3235294,37.24332796,127,95.16666667,21.17007631,94
124,486,1461,401,259.5164609,108.7016855,239.9506173,415,133.761397,138.4876543,188.2119342,92.83313009,94
125,232,1516,375,146.5344828,30.58518189,239.1939655,307.2241379,58.7832008,133.1982759,101.3836207,23.31590485,92.97844828
126,511,1342,397,352.5596869,134.7136246,248,866.369863,281.3891141,127,286.2837573,122.8850081,98
127,152,1709,388,123.0921053,23.06034562,228,261.1513158,33.16600028,125,74.25,11.57769607,87
128,359,1155.5,397,196.6657382,52.21062545,246,504.0278552,138.0280892,121.1532033,157.1587744,49.77014064,96
129,418,1375,390,489.5980861,232.83272,248,1177.856459,486.8972321,127,408.3923445,215.2029752,98
130,260,1970,390,136.4153846,42.15191951,207.7769231,299.3076923,86.79998275,126.1153846,102.0346154,31.81053275,94.34615385
131,349,1412,392,161.2893983,40.13704149,245.730659,326.9111748,93.26556827,131,129.4126074,40.49700516,94.1260745
132,437,1859,392,184.208238,65.19346738,224,553.5034325,232.1938116,127,139.5560641,65.27840653,93.84668192
133,307,1538,396,146.009772,35.47819779,247.6677524,354.6775244,68.32455886,131,117.4136808,28.31155233,92.69381107
134,435,1931,399,171.2183908,59.8980365,219.8597701,386.016092,122.7150317,127,137.5402299,58.07015553,94
135,167,2008,401,192.0598802,38.64788537,211,117.4850299,28.0931875,130.0718563,132.3592814,32.59189447,95
136,517,1622,404,147.5222437,35.34308574,236.0464217,306.6092843,79.51611259,125,113.4158607,31.1278182,92
137,323,1164,413,224.2198142,54.25742051,246,515.5170279,136.5065541,126.7089783,168.4117647,50.52071205,96
138,485,1473,406,198.8824742,68.963104,245.6082474,418.6845361,145.4883536,131,147.7051546,70.85010421,94
139,165,1908,406,136.6848485,29.18711837,221.9030303,244.3090909,37.67521961,127,104.830303,21.72180658,94
140,440,1341,397,245.775,68.4201599,248,539.7772727,153.6585732,127.7636364,182.0522727,61.39969129,98
141,652,1985,411,199.797546,79.72661888,210.1303681,379.1196319,95.029502,127.3588957,163.8819018,62.98164835,95
142,294,1265,416,252.9217687,83.04789524,248,698.5,248.8810557,124,201.0510204,86.89671078,94
143,662,1173,420,310.6450151,93.02828925,246,762.5845921,267.8670295,134,237.8942598,96.50093552,96
144,272,1883,417,105.4375,27.69409448,224,198.8676471,39.3329639,127,72.73897059,16.40160946,94
145,570,1440,418,221.854386,75.20543527,242,466.8368421,140.0754619,131,166.1105263,75.88148697,94
146,370,1307,421,252.872973,87.73696569,248,598.8486486,220.820394,132.7189189,204.8891892,89.67496949,98
147,268,1724,421,168.8544776,46.86874351,228,384.0708955,119.4697971,125,146.0261194,50.48835729,80
148,98,1923,421,123.0204082,28.58627008,220,291.6530612,46.68585561,127,85.90816327,15.59347388,94
149,425,1375,426,382.8352941,132.5810759,248,1111.195294,425.3304897,127.0494118,319.08,148.7657656,98
150,106,1537,426,219.4811321,46.66766621,249,382.754717,63.76591287,131,163.1792453,38.43604389,92.96226415
151,275,1627,428,173.5018182,42.08033458,236.9236364,325.3345455,83.90529989,125,127.1672727,40.50233414,92
152,621,2037,432,137.2479871,52.58369381,217,339.6618357,120.0956271,132,125.6859903,48.53335681,95
153,245,1360,435,303.7918367,88.53392384,248,622.5183673,158.9062664,132.9714286,236.3755102,78.78611462,98
154,222,1521,433,176.5225225,48.51427869,249,407.3423423,78.05265603,131,141.3873874,41.50443931,93.05405405
155,319,1499,434,196.153605,56.4548429,249,454.661442,121.7737287,131,154.0877743,51.69569713,94
156,228,1626,435,148.4780702,30.38960598,237.8859649,255.6491228,45.08874899,124.8815789,109.9429825,22.44270814,92
157,268,1780,442,137.4813433,30.01465976,231.4477612,200.5485075,37.01868996,125,100.2873134,21.26195428,90.73134328
158,188,1891,444,96.17553191,24.65670256,220,222.3670213,39.74475215,127,59.89893617,13.66268187,94
159,618,1200,446,343.381877,117.1105801,246.4530744,815.6019417,286.427897,134,257.171521,109.5187929,96
160,580,1282,446,178.2017241,60.72241263,248,437.7758621,145.9984199,134,119.05,58.0474398,95.91724138
161,493,1356,439,262.0689655,103.1779942,248,531.0324544,181.5672706,134,191.1663286,87.18728511,98
162,447,1933,448,143.1096197,40.79725736,217.1498881,297.7494407,85.83000115,126.458613,108.6823266,38.33218304,94
163,730,2000,448,421.4164384,283.6893948,216.2630137,1358.723288,681.702251,131.9561644,403.1424658,282.3092439,95
164,817,1169,453,505.5091799,216.3977371,251.9388005,1369.215422,590.1668446,134,404.9657283,204.1440375,96
165,316,1506,453,286.4082278,108.8005068,249,558.5253165,204.8424311,131,223.1487342,117.0936677,93.28164557
166,320,1733,455,166.471875,42.81884809,234,256.940625,39.3076393,125,132.98125,30.10409774,79.75
167,216,1953,460,135.5740741,41.7192619,217.8009259,397.1712963,91.40155874,125,87.89351852,24.5418059,94
168,229,1126,461,172.2489083,50.69667331,256,416.3362445,107.9027159,134,130.1877729,42.96790549,96
169,278,1957,468,177.2697842,60.71567061,217.2446043,680.2589928,284.0782634,125.9532374,118.8453237,60.38619241,94.5647482
170,471,2038,463,301.7261146,129.4737603,217,356.9278132,133.9503365,132,248.0063694,93.12225984,95
171,514,1745,463,225.9435798,91.51345371,234,449.2315175,159.3788347,124.7470817,165.9202335,82.72168196,88.93968872
172,43,1220,468,175.255814,31.85763945,248,237.6976744,27.58410074,134,115.8604651,17.21375612,94
173,275,1535,469,218.3054545,74.54696119,249,508.4836364,169.2349755,130.7236364,200.0472727,75.92337631,90.10909091
174,133,507,470,391.1428571,70.14996305,229.9849624,413.4962406,66.7769494,107.3082707,282.3308271,56.68115525,84
175,274,1148,477,235.8868613,66.56103791,256,454.3686131,132.6335911,134,180.1459854,59.36551461,90.54744526
176,221,1957,477,113.8642534,25.92330713,219.2533937,236.0316742,54.68400041,124.9773756,82.00904977,14.42818925,94
177,437,1626.5,478,161.5377574,33.86300744,237.6704805,292.2677346,48.68673677,124.7688787,113.4736842,24.83897441,92
178,317,1126,470,185.3817035,56.2667363,256,383.5236593,112.3875679,134,141.2271293,48.98203128,87
179,37,1730,480,118.4594595,29.2190906,234,205.7027027,26.52343289,124,98.45945946,12.13945495,83
180,105,1298,481,182.0095238,34.3812044,248,252.9714286,49.18596132,134,120.7238095,28.35879162,94.4952381
181,395,1238,485,183.3873418,46.80312304,250.5518987,333.4607595,75.83866361,134,128.6455696,39.20861748,94
182,436,1201,486,221.1651376,72.38355865,255.2362385,440.0802752,153.2989281,134,167.396789,59.00283172,85.00917431
183,65,516,488,405.8615385,55.48982928,228,317.6769231,39.75397295,108,264.4307692,37.4132201,84
184,432,1276,488,242.8680556,76.32230289,248,514.5462963,163.883391,134,181.6597222,68.89867774,94
185,280,1401,492,225.0892857,81.12998482,255.8035714,575.2214286,218.9009061,132,194.6142857,84.06599095,87.71785714
186,314,2003,495,128.1847134,36.3089022,217.6146497,284.7738854,70.58742446,132,99.96178344,28.63673223,92.52866242
187,66,1048,493.5,188.530303,32.45314715,254,181.1515152,21.27999597,117,127.5454545,18.8420004,89
188,134,1361,496,126.2313433,25.1882877,255.5074627,284.6268657,62.22209453,134,87.05970149,13.83129349,94.41791045
189,317,1484,497,246.192429,91.32812698,249,451.3974763,196.4084152,129.8233438,189.4195584,93.67205112,96.96845426
190,363,2014,497,168.892562,54.28823245,217,412.9724518,138.4723054,132,139.3002755,53.60512133,91.88705234
191,234,1552,500.5,228.8076923,66.0847533,249,480.508547,158.0302367,125.4444444,159.2606838,62.78661657,96.34188034
192,202,1420,507,167.8663366,33.81537458,255.7475248,293.460396,62.92901249,132,136.8168317,32.76147953,83
193,784,1539,504,373.1313776,119.9299682,249,1162.760204,436.0761222,126.9221939,317.0497449,111.3157755,96.94642857
194,158,1148,508,155.9873418,33.00241013,256,216.7341772,46.20508392,134,119.9050633,23.50871582,87
195,401,1364,501,376.5835411,156.9433612,256,920.1396509,349.361826,133.361596,305.7680798,149.3334644,93.32917706
196,294,1939,510,129.9455782,32.46784333,221.3469388,285.8129252,68.77213478,119,90.51360544,26.60810557,94
197,108,1178.5,511,137.0185185,30.92891503,256,221.2592593,35.47603387,134,107.8518519,20.68175177,83.68518519
198,393,1098,512,173.0788804,36.94558032,256,172.821883,31.99663295,133.0737913,120.5292621,26.8866628,89
199,302,1342,521,233.6754967,73.42979106,255.7483444,599.6556291,212.9510276,134,184.6655629,68.40773843,93.64238411
200,324,1419,507,217.6203704,77.8250858,256,602.2746914,247.6694376,132,185.9691358,83.94332622,83
201,690,1463,533,320.642029,107.9530658,254.1869565,1000.44058,378.6291676,124.7913043,266.1289855,101.0802145,96.67971014
202,277,2041,522,212.4404332,97.24238108,217,538.2635379,211.1640766,132,225.3285199,94.10557409,91
203,780,1148,536,157.8589744,33.46303475,256,301.4025641,66.6332633,134,107.35,21.76167593,87
204,604,1199,533,256.6903974,76.76695911,255.8874172,554.5728477,208.0965691,134,206.9155629,73.8696433,82
205,353,1923,527,148.9660057,45.46938256,225.5835694,344.9093484,107.4322342,113.3087819,114.2889518,40.3211725,94
206,137,895,528,126.4160584,28.54012715,258.649635,273.080292,38.17992589,121.9270073,92.73722628,15.35715491,87
207,173,1339,528,142.9132948,32.2360209,256,285.2080925,60.24477728,134,107.1791908,21.98036189,92.68208092
208,284,1068,529,179.0422535,41.56137668,256,325.6760563,72.63155962,120.8732394,132.7429577,33.81158749,89
209,123,2002,533,106.7479675,23.24410502,215.796748,189.5772358,26.52218624,130.5691057,61.8699187,11.60197789,91
210,190,914,535,150.4421053,33.36640131,261.3631579,348.2210526,63.61569121,122.5526316,110.3157895,25.64852509,87
211,606,1371,538,338.8118812,139.8761468,256,997.6633663,421.6787256,132,280.7970297,138.3285945,80.00825083
212,263,1704,538,132.0304183,31.42140058,243.1749049,313.391635,77.85405856,123,102.2129278,26.25085066,85
213,229,1682,544,155.7991266,42.83089759,244.4017467,331.0305677,93.91356576,123,131.2183406,40.154476,85
214,670,1254,544,190.5313433,58.76424029,253.5014925,437.4268657,133.7043227,127.4835821,149.0865672,54.91949508,86.4238806
215,282,1147,536,178.5212766,41.68268423,256,198.9148936,47.74576643,134,118.6453901,29.09871156,87
216,336,1579,556,263.4672619,80.183328,238.2261905,608.1666667,171.618465,125,216.6041667,77.29270503,91.28869048
217,57,1324,547,131.877193,27.09841204,254.9824561,229.0877193,30.95289088,129.5789474,97.36842105,14.31736156,88.05263158
218,315,2038,548,318.3206349,132.3755829,208,927.4412698,377.6666446,131.4412698,325.6603175,155.2909397,91
219,604,1463,551,276.0413907,93.72888786,256,727.5496689,275.4528294,127,222.5182119,93.62910491,97
220,249,1588,549,229.5261044,64.43238768,240.3815261,462.0441767,132.6579174,125,173.746988,60.12517387,83.14457831
221,839,1682,545,130.7854589,30.76555785,247.3849821,282.7628129,68.4005977,124.2824791,101.920143,21.99836318,85
222,460,1407,554,635.9152174,291.895181,256,1920.823913,946.581823,132,575.026087,313.7466669,80
223,270,912,555,179.2592593,42.96708569,265.1851852,399.3592593,100.9468952,123.9555556,141.4518519,36.85845901,89.57777778
224,304,1554,558,158.6019737,39.90842814,239,339.5723684,88.62310168,125,97.45065789,30.77884812,97
225,332,987,561,285.2801205,84.93976805,268,664.5421687,216.0689188,124,230.9518072,84.33402207,90
226,137,1042,561,264.810219,59.72381691,257.2554745,317.729927,83.9289356,124,193.7883212,58.89115467,89.57664234
227,263,1997,562,113.8441065,29.00306698,216.9619772,227.3422053,57.11262482,121,93.7756654,23.98725522,86.90494297
228,330,942,564,556.830303,210.610637,268,1508.269697,568.0999125,124,484.8545455,221.7307509,90
229,339,1578,556,182.7876106,48.79842332,239.4837758,500.1563422,133.6453258,125,118.1828909,40.27437925,91.34513274
230,271,1681,570.5,146.9077491,33.24313874,248,284.5092251,53.9350682,123,115.9298893,28.7061529,85
231,304,1977,568,113.9671053,25.8821696,217.5657895,209.9144737,41.72405723,117.7039474,83.10197368,17.9362493,88
232,231,2015,571,117.5064935,26.8740816,208.7662338,220.6753247,41.60281394,121,96.07792208,15.35133437,81.96536797
233,122,1029,572,147.0491803,30.77345976,261.5081967,287.3852459,36.60272462,124,110.8442623,17.45976271,90
234,246,1348,572,125.1788618,31.69060442,256,220.5569106,43.4730366,131.5243902,97.74390244,19.88219035,77
235,332,1367.5,586,219.2048193,71.49330927,256,577.4457831,237.6963588,132,174.5090361,67.14728756,77.0813253
236,285,2034,574,183.554386,65.19532967,212.2947368,527.4421053,188.151238,121,183.8947368,70.50074523,78
237,136,1047,578,244.2647059,54.30820623,257.0735294,292.1838235,72.49420944,124,175.1323529,46.08716521,89.97794118
238,349,1074,579,196.6189112,50.13981358,257.4355301,372.6131805,116.2054361,121.504298,146.6131805,45.71346224,89
239,308,1395,591,209.2012987,69.22821438,256,606.4675325,233.0019549,132,165.3798701,65.44347725,79.30194805
240,216,1014,592,171.9768519,38.54244922,267.8611111,313,61.60610057,124,129.4259259,33.54364147,90
241,254,1689,589,127.1929134,30.20572069,248,229.2165354,51.6324457,123,99.37795276,22.0826436,85
242,249,1954,590,117.4658635,29.1215445,221.1004016,233.9236948,50.78669618,115.1325301,79.53413655,19.57635587,88
243,641,1663,591,222.049922,62.04079306,248,582.1388456,212.0955366,123.0717629,181.3588144,58.72764831,85
244,487,1139,597,260.0246407,75.63092244,262,613.0102669,191.4066134,124.0102669,203.5995893,71.7951034,90
245,266,1003,605,189.2142857,48.54116268,268.8571429,402.5526316,91.31119841,124,142.7293233,42.49832455,90
246,231,1395,604,148.7748918,30.21360868,256,325.0519481,77.52742507,131.1645022,119.04329,25.71969023,79.1991342
247,352,1047,604,154.1676136,33.97338957,260.4005682,231.9772727,63.04802624,124,103.1164773,25.94231078,89.90909091
248,448,1501,604,115.1785714,28.16449422,253.2321429,237.5022321,46.72921658,128,78.26339286,19.13527259,94.60044643
249,510,1972,605,226.6196078,108.2977795,221.1019608,254.6470588,58.29924953,117.3764706,168.6666667,89.57717018,88
