Mask Number,Area (px^2),Center X (px),Center Y (px),DAPI - Clean Intensity (Magnitude/px^2),DAPI - Clean Standard Deviation (Magnitude),DAPI - Clean Background Intensity (Magnitude/px^2),FITC - Clean Intensity (Magnitude/px^2),FITC - Clean Standard Deviation (Magnitude),FITC - Clean Background Intensity (Magnitude/px^2),Alexa 594 Clean (620-60) Intensity (Magnitude/px^2),Alexa 594 Clean (620-60) Standard Deviation (Magnitude),Alexa 594 Clean (620-60) Background Intensity (Magnitude/px^2)
177,210,350.5,802.5,1175.3809523809523,255.9852859464742,268.20952380952383,1883.3666666666666,534.7139053793727,112.1,1898.509523809524,410.039340398471,139.06666666666666
178,945,442.5,807.5,1239.6920634920634,304.20098415537325,276.0,595.5407407407407,263.2753252934066,116.0,1332.6931216931216,315.17007616901816,145.0
179,309,301.0,814.5,747.4142394822006,142.07519247236425,266.0,1079.0711974110031,314.1274579681561,108.0,1149.8058252427184,263.7246716435321,128.0
180,196,343.5,816.5,1120.188775510204,217.07316520669244,266.0,1796.719387755102,566.0576738140077,110.40816326530613,1799.9489795918366,431.10780072402696,139.0
181,371,1365.5,820.0,1302.345013477089,326.8002193186062,265.0134770889488,1404.7601078167115,409.8638457170069,101.78167115902966,1648.0916442048517,390.03395861891016,127.4366576819407
182,341,341.5,821.5,789.6129032258065,250.50354525626628,267.26686217008796,1039.8475073313782,254.78478848294253,112.0,1083.5513196480938,248.99677739413679,139.0
183,202,387.5,823.5,656.3762376237623,135.73722429534922,273.1089108910891,986.9158415841584,208.33186748905527,115.9950495049505,1029.6039603960396,203.52588937510816,144.46534653465346
184,152,151.0,832.5,4603.881578947368,828.489856810103,268.0,5350.809210526316,603.1199647127713,115.0,6908.4276315789475,794.7703871169725,143.0
185,206,32.5,830.5,354.5194174757282,81.36642270048277,235.0,894.3252427184466,195.46958104982585,112.0,535.004854368932,102.2739743531006,134.0
186,176,4.5,834.5,624.4886363636364,122.37268549739423,235.0,729.3977272727273,97.93187600399744,112.0,969.0568181818181,128.6551854891468,134.0
187,58,1305.5,836.0,956.7241379310345,129.40088574542273,280.0,1609.3620689655172,145.15940400498644,112.0,1552.4310344827586,159.1570020472411,141.0
188,136,315.5,837.5,467.68382352941177,95.57100925729264,266.0,649.9117647058823,144.88281193398947,108.0,740.6617647058823,153.96652933953783,128.0
189,439,514.5,841.5,673.2779043280182,131.77452459631346,253.20956719817767,512.489749430524,175.00256817340903,98.9749430523918,865.5193621867882,215.4600768485289,121.0
190,55,1289.5,843.0,941.4181818181818,98.74878169132973,280.0,1577.8363636363636,120.3949924571376,112.0,1659.5454545454545,129.32399997563084,141.0
191,165,1302.0,855.5,1635.6363636363637,232.24414432243952,289.8606060606061,2133.6484848484847,329.0209943271953,114.0,2604.327272727273,342.58752066098174,145.0
192,240,924.5,859.0,432.75416666666666,93.64873601189086,258.8333333333333,611.2625,134.5866515992686,97.0,637.9416666666667,144.5535788860266,116.45
193,340,1422.5,860.5,1123.3029411764705,289.71422088816144,253.0,1310.5323529411764,306.455888081107,90.0,1597.6617647058824,401.7063534523152,119.0
194,216,1301.0,871.5,2426.328703703704,507.6070704422496,290.0,2773.990740740741,632.2141158547156,114.0,3420.9583333333335,732.3103631816606,145.0
195,330,205.5,874.5,2686.6242424242423,589.7700376272599,266.6787878787879,2673.2272727272725,599.3761801514677,109.80606060606061,4002.9666666666667,868.7023873521281,137.0
196,705,380.5,880.0,905.8411347517731,238.35561252346827,270.0,949.9021276595745,225.58711356175823,110.0,1412.2524822695036,334.44549821426756,132.32482269503546
197,174,43.5,892.5,468.4310344827586,94.9838645382629,235.0,654.4942528735633,143.30801731951797,105.0,808.9885057471264,160.95222385611285,129.0
198,150,8.0,892.5,426.56,65.8927825482147,235.0,592.3533333333334,99.45516926491203,105.0,702.8466666666667,96.8868943192408,129.0
199,66,1321.0,894.0,3301.030303030303,398.623051928934,290.0,4250.212121212121,335.1140111457597,114.0,4855.409090909091,432.0240013728843,145.0
200,198,1292.0,899.0,3087.308080808081,732.4306734472899,290.0,3437.2626262626263,743.8803269542865,114.0,4088.979797979798,685.8133705938077,145.0
201,266,350.5,903.0,771.0526315789474,199.855355838165,270.0,720.9812030075188,217.8805705921622,110.0,1096.8308270676691,283.7669345771517,132.09774436090225
